User_Id,Race,Flavors,Positive,Negative,Medical
581,,"Grape, Butter, Chestnut, Tobacco, Mint, Honey, Fruit, Tree, Grapefruit, Sweet, Lime, Pungent, Violet, Diesel, Earthy, Pear, Coffee, Tropical, Pine, Minty, Berry, Tree Fruit, Strawberry, Apple, Menthol, Ammonia, Sage, Chemical, Pepper, Pineapple, Mango, Flowery","Hungry, Energetic, Sleepy, Relaxed, Focused, Euphoric",Dry Mouth,
582,sativa,"Grapefruit, Butter, Pine, Citrus, Pungent, Lemon, Violet, Apple, Blue, Vanilla, Tree Fruit, Sweet, Tree, Plum, Diesel, Grape, Lime, Tropical, Peach, Coffee, Mint, Blue Cheese, Pepper, Blueberry, Nutty, Fruit, Lavender, Honey, Orange, Menthol, Minty","Creative, Talkative, Sleepy, Giggly","Anxious, Dizzy","Nausea, Lack of Appetite, Cramps, Eye Pressure, Pain, Depression, Insomnia, Headache, Seizures, Fatigue, Headaches"
583,,"Tree Fruit, Woody, Flowery, Sage, Blueberry, Diesel, Pineapple, Mint, Earthy, Blue Cheese, Fruit, Lime, Pear, Tea, Plum, Lavender, Rose, Tree, Chemical, Mango, Pungent, Spicy/Herbal, Grapefruit, Tropical, Nutty, Apricot, Tar, Lemon, Butter, Skunk, Pepper, Blue","Hungry, Relaxed, Euphoric, Giggly, Uplifted, Aroused, Happy","Paranoid, Dry Mouth","Spasticity, Headache, Eye Pressure, Seizures, Nausea, Depression, Muscle Spasms, Headaches"
584,"hybrid, indica","Menthol, Berry, Pear, Ammonia, Chestnut, Apricot, Honey, Strawberry, Plum","Tingly, Giggly, Relaxed, Happy, Sleepy, Focused, Energetic, Aroused, Talkative","Dry Eyes, Paranoid, Anxious",
585,,"Honey, Rose, Skunk, Lemon, Spicy/Herbal, Blueberry, Diesel, Sweet, Cheese, Blue Cheese, Strawberry, Apple, Pear, Nutty, Tree, Plum, Tar, Grapefruit, Minty, Pine, Chemical, Violet, Sage, Ammonia, Tropical, Berry, Mint, Blue, Pepper, Tea, Lime, Fruit","Energetic, Creative, Euphoric","Paranoid, Dry Eyes","Eye Pressure, Inflammation, Pain, Spasticity, Stress, Lack of Appetite, Insomnia"
586,"sativa, hybrid","Honey, Rose, Sage, Skunk, Fruit, Tea, Tropical, Grapefruit","Tingly, Euphoric, Giggly, Focused, Creative, Sleepy, Aroused, Relaxed","Dry Eyes, Dry Mouth, Dizzy","Depression, Stress, Cramps, Spasticity, Fatigue, Insomnia, Inflammation, Headache, Seizures, Pain, Eye Pressure, Lack of Appetite"
587,indica,"Apple, Woody, Pungent, Berry, Pepper, Butter, Apricot, Honey, Rose, Strawberry, Minty","Hungry, Tingly, Giggly, Sleepy, Talkative, Relaxed, Euphoric",Paranoid,"Eye Pressure, Pain, Nausea, Spasticity, Cramps, Lack of Appetite"
588,hybrid,"Fruit, Mango, Menthol, Tree Fruit","Hungry, Energetic, Happy, Euphoric, Creative, Sleepy, Uplifted, Relaxed","Dry Eyes, Dizzy","Cramps, Nausea, Fatigue, Headaches, Spasticity, Inflammation, Pain, Lack of Appetite"
589,"sativa, indica","Violet, Spicy/Herbal, Apricot, Strawberry, Apple, Peach, Blueberry, Nutty, Pepper, Honey, Rose, Lime, Sage, Tree Fruit, Pungent, Woody, Vanilla, Chestnut, Grapefruit, Tropical, Tar, Chemical, Earthy, Plum, Fruit",,Dry Mouth,"Headaches, Seizures, Nausea, Fatigue, Pain, Headache, Eye Pressure, Lack of Appetite, Spasticity, Depression"
590,,"Blue, Pine, Peach, Ammonia, Skunk","Focused, Sleepy, Uplifted, Creative, Hungry, Happy, Tingly, Giggly, Relaxed",,"Insomnia, Depression, Pain, Headache, Inflammation, Seizures, Headaches, Lack of Appetite, Muscle Spasms, Cramps, Stress"
591,,"Minty, Citrus, Grape, Nutty, Honey, Pine, Blueberry, Menthol, Blue Cheese, Lemon, Pineapple, Pear, Cheese, Sweet, Apricot, Butter, Rose, Chestnut, Diesel, Berry, Pepper, Tree, Skunk, Blue, Vanilla, Lime, Mango, Tropical, Pungent, Tar, Sage","Euphoric, Talkative, Aroused, Giggly, Hungry, Uplifted, Focused, Energetic","Paranoid, Anxious","Headache, Muscle Spasms, Cramps, Insomnia, Lack of Appetite, Headaches"
592,hybrid,"Tree Fruit, Lavender, Blue, Mint, Apricot, Mango, Orange, Fruit, Pineapple, Peach, Blue Cheese, Tropical, Honey, Ammonia, Grapefruit, Tar, Sweet, Blueberry, Berry, Pear, Sage, Citrus, Woody, Skunk, Chestnut, Strawberry, Grape","Energetic, Hungry, Happy, Tingly, Creative, Sleepy, Aroused",,
593,indica,"Lavender, Sweet, Grape, Spicy/Herbal, Skunk, Rose, Pine, Lemon, Ammonia, Sage, Chemical, Grapefruit, Blueberry, Coffee, Mango, Earthy, Diesel, Minty, Strawberry, Tropical, Plum, Tree Fruit, Pepper, Pear, Berry","Sleepy, Happy, Hungry, Giggly",Dry Mouth,"Pain, Headache, Seizures, Eye Pressure, Muscle Spasms, Lack of Appetite, Fatigue, Spasticity"
594,,"Mint, Blueberry, Butter, Mango, Ammonia, Tree, Pungent, Diesel, Citrus, Nutty, Sweet, Coffee, Lime, Sage, Woody, Spicy/Herbal, Berry, Chemical, Peach, Tobacco, Grape, Fruit","Creative, Giggly, Talkative, Euphoric, Energetic, Focused, Uplifted",,"Fatigue, Spasticity, Stress, Inflammation, Eye Pressure, Seizures, Lack of Appetite, Nausea"
595,indica,"Tree Fruit, Spicy/Herbal, Flowery, Pear, Apple, Coffee, Pineapple, Tobacco, Sage, Minty, Mint, Butter, Lavender, Blue, Ammonia, Pepper, Strawberry, Lime, Grape, Apricot, Chemical, Grapefruit, Sweet, Plum, Orange",,"Dizzy, Dry Eyes","Lack of Appetite, Seizures, Inflammation, Muscle Spasms, Eye Pressure, Insomnia, Headache, Headaches, Fatigue"
596,"indica, sativa","Tree, Lavender, Tropical, Sage, Tree Fruit, Flowery, Rose, Violet, Grape, Pear, Tea, Mint, Coffee, Mango","Happy, Energetic, Talkative, Tingly, Euphoric, Aroused, Relaxed, Focused",Dry Eyes,"Stress, Headaches, Eye Pressure, Muscle Spasms, Pain, Inflammation, Cramps"
597,hybrid,"Lemon, Strawberry, Flowery, Pepper, Fruit, Blueberry, Butter, Menthol, Orange, Apricot, Lavender, Plum, Nutty, Tobacco, Sage, Peach, Pear, Ammonia, Citrus, Diesel, Lime, Minty, Pungent, Sweet, Apple, Pineapple, Blue, Grapefruit","Aroused, Happy, Talkative, Hungry","Dry Eyes, Dry Mouth","Insomnia, Spasticity"
598,,"Apple, Tropical, Sweet, Mint, Vanilla, Strawberry, Apricot, Plum, Menthol, Woody, Pear, Grapefruit, Fruit, Ammonia, Minty, Grape, Earthy, Citrus, Blueberry, Sage, Violet, Tar, Tree Fruit, Butter, Flowery, Pepper, Nutty","Relaxed, Focused, Tingly, Giggly, Energetic, Uplifted, Happy, Talkative",,"Inflammation, Headaches, Lack of Appetite, Eye Pressure, Seizures, Insomnia, Fatigue, Cramps, Stress, Depression, Muscle Spasms"
599,sativa,"Tar, Flowery, Nutty, Citrus, Berry, Tree Fruit, Tobacco, Earthy, Mango, Menthol, Butter, Strawberry, Sweet, Ammonia, Lavender, Chestnut, Peach","Relaxed, Uplifted, Focused","Dry Mouth, Dry Eyes, Dizzy","Nausea, Depression, Inflammation, Headache, Pain, Insomnia, Muscle Spasms, Stress"
600,"sativa, hybrid","Pungent, Ammonia, Pear, Coffee, Blueberry, Earthy, Violet, Grapefruit, Apricot, Skunk, Spicy/Herbal, Orange, Woody, Sweet, Chestnut, Sage, Berry, Fruit, Mint, Chemical, Pine, Butter, Tree Fruit, Peach, Tea, Rose, Diesel, Lemon, Citrus, Grape","Tingly, Creative, Aroused, Happy, Giggly, Hungry, Uplifted, Focused",Dizzy,"Nausea, Headache, Eye Pressure, Headaches, Inflammation, Muscle Spasms, Fatigue, Seizures, Spasticity"
601,sativa,"Apricot, Mango, Violet, Tea, Tree Fruit, Skunk, Butter, Minty, Pear, Lavender, Tar, Orange, Earthy, Sweet, Tobacco, Menthol, Coffee, Vanilla, Lemon, Blueberry, Strawberry, Cheese, Plum, Blue, Chestnut, Berry, Chemical, Pungent","Focused, Hungry, Energetic, Euphoric, Giggly, Talkative, Relaxed",,"Headaches, Cramps, Muscle Spasms, Headache"
602,hybrid,"Lavender, Peach, Pungent, Fruit, Pear, Pepper, Pine, Rose, Cheese, Honey, Coffee, Chestnut, Mint, Tea, Menthol, Minty, Sweet, Flowery, Tropical, Butter, Berry, Lime, Skunk, Spicy/Herbal, Tree Fruit, Orange, Citrus, Blue, Plum","Energetic, Giggly, Euphoric, Talkative, Aroused, Hungry","Dry Mouth, Paranoid, Anxious","Pain, Insomnia, Inflammation, Fatigue, Lack of Appetite, Eye Pressure, Headache"
603,indica,"Woody, Pear, Pineapple, Grapefruit, Tea, Lavender, Butter, Violet, Pepper, Tobacco, Lime, Mango","Creative, Talkative, Energetic, Focused",Dizzy,"Headache, Muscle Spasms, Stress, Insomnia, Spasticity"
604,"sativa, indica","Lime, Sage, Pear, Honey, Lemon, Blue Cheese, Peach, Tree Fruit, Woody, Lavender, Earthy, Butter, Vanilla, Menthol, Pepper, Grape, Blueberry, Rose, Apricot, Plum, Tar","Giggly, Creative, Focused, Euphoric, Uplifted, Happy","Dry Mouth, Dry Eyes","Stress, Lack of Appetite, Cramps, Headache, Nausea, Inflammation, Spasticity, Fatigue, Depression"
605,hybrid,"Nutty, Grape, Rose, Pineapple, Sweet, Flowery, Pungent, Lemon, Ammonia, Tar, Menthol, Pepper","Hungry, Tingly, Talkative, Giggly, Sleepy, Euphoric","Dry Mouth, Dry Eyes","Muscle Spasms, Inflammation, Nausea, Stress, Depression, Cramps, Eye Pressure"
606,"hybrid, sativa","Sweet, Pungent, Vanilla, Tar, Cheese, Nutty, Berry, Grapefruit, Tea, Woody, Earthy",Talkative,"Dry Mouth, Paranoid, Anxious","Eye Pressure, Fatigue"
607,"sativa, indica","Grape, Berry, Rose, Pine, Pepper, Blue, Sage, Menthol, Citrus, Blueberry, Mint","Tingly, Happy, Sleepy, Relaxed","Dry Mouth, Dry Eyes, Dizzy","Inflammation, Seizures, Depression"
608,"indica, hybrid","Nutty, Cheese, Strawberry, Woody, Citrus","Focused, Uplifted, Talkative","Anxious, Dry Mouth, Paranoid","Eye Pressure, Headaches, Stress, Muscle Spasms, Cramps, Nausea"
609,"hybrid, sativa","Chemical, Minty, Blueberry, Diesel, Grape, Pear, Plum, Ammonia, Tea, Tropical, Blue, Butter, Apple, Citrus, Apricot, Coffee, Chestnut, Tar, Sage, Mango, Skunk, Mint, Flowery, Pepper, Violet, Tree Fruit, Fruit, Strawberry, Lemon","Euphoric, Creative, Focused, Giggly, Happy, Energetic","Dizzy, Dry Eyes, Paranoid, Anxious","Depression, Muscle Spasms, Seizures, Cramps, Fatigue"
610,"hybrid, indica",Earthy,"Aroused, Euphoric, Relaxed, Sleepy",,"Fatigue, Cramps, Stress, Seizures, Headache, Nausea, Muscle Spasms, Pain"
611,"indica, hybrid, sativa","Grapefruit, Pine, Grape, Pungent, Blue, Chestnut, Cheese, Strawberry, Lavender, Tree Fruit, Mango, Tea, Vanilla, Nutty, Lemon, Tobacco, Berry, Earthy, Citrus, Ammonia, Menthol, Tree, Mint, Violet, Pear, Skunk, Minty, Tar, Chemical, Spicy/Herbal, Pepper","Relaxed, Uplifted, Euphoric",Dizzy,"Nausea, Inflammation"
612,indica,"Flowery, Blue, Pungent, Spicy/Herbal, Tree, Sage, Pine, Grapefruit, Vanilla, Butter, Strawberry, Diesel, Earthy, Berry, Honey, Mango, Pepper, Orange, Pear, Chemical, Chestnut, Skunk, Mint, Coffee, Violet","Creative, Talkative, Sleepy, Energetic",,"Headache, Cramps, Inflammation, Insomnia, Spasticity, Eye Pressure, Fatigue, Headaches"
613,hybrid,"Honey, Spicy/Herbal, Lime, Tar, Strawberry, Peach, Ammonia, Grapefruit, Mint, Sweet, Skunk, Tea, Lemon, Woody, Pineapple, Lavender, Orange, Pine, Minty, Grape, Flowery, Tree, Diesel, Fruit, Blue Cheese, Blue, Coffee","Creative, Uplifted",Anxious,"Lack of Appetite, Fatigue, Spasticity"
614,sativa,"Pungent, Nutty, Sage, Blue Cheese, Tree Fruit, Spicy/Herbal, Lavender, Lime, Citrus, Chestnut, Flowery, Apricot","Hungry, Happy, Talkative, Aroused, Sleepy, Tingly, Relaxed, Euphoric, Giggly","Dizzy, Dry Mouth, Anxious, Dry Eyes, Paranoid",Seizures
615,"sativa, hybrid, indica","Pungent, Menthol, Minty, Berry, Tar, Pineapple, Tree, Skunk, Diesel, Orange, Citrus, Lemon, Plum","Relaxed, Happy, Euphoric",,"Headaches, Cramps, Muscle Spasms, Insomnia, Lack of Appetite"
616,"hybrid, sativa",,Happy,"Paranoid, Dry Eyes, Dizzy","Depression, Lack of Appetite, Eye Pressure, Headache, Headaches, Pain, Insomnia, Inflammation, Cramps"
617,hybrid,"Pineapple, Tar, Sage, Woody, Plum, Minty, Pepper, Citrus, Rose, Tropical, Honey, Tobacco, Diesel, Chemical, Berry, Vanilla, Mint, Lime, Strawberry, Mango, Tea, Tree Fruit, Skunk, Blueberry, Apricot, Cheese, Blue, Grapefruit, Earthy, Ammonia, Orange","Focused, Creative, Talkative, Sleepy, Uplifted, Relaxed, Energetic","Dry Eyes, Anxious, Dry Mouth","Depression, Insomnia, Nausea, Muscle Spasms, Headaches, Eye Pressure, Pain, Fatigue, Lack of Appetite"
618,sativa,"Blueberry, Strawberry, Nutty, Fruit, Honey, Mango, Tree, Blue Cheese, Sage, Vanilla, Lime, Blue, Plum, Rose, Pine, Diesel, Violet, Grape, Ammonia, Skunk, Mint, Tobacco, Grapefruit, Coffee, Lemon, Apricot, Chestnut, Lavender, Pear","Sleepy, Energetic, Aroused, Euphoric","Anxious, Dry Mouth, Dizzy","Seizures, Headaches, Muscle Spasms, Fatigue, Eye Pressure, Cramps"
619,,"Apricot, Sage, Apple, Ammonia, Spicy/Herbal, Tar, Chemical, Chestnut, Minty, Orange, Diesel, Rose, Butter, Tree Fruit, Menthol, Pear, Lemon, Woody, Blue, Earthy, Plum, Grapefruit, Tree, Violet","Energetic, Relaxed, Focused","Dry Mouth, Dry Eyes, Paranoid","Depression, Stress"
620,sativa,"Grape, Plum, Citrus, Spicy/Herbal, Tropical, Honey, Sweet, Rose","Creative, Sleepy, Euphoric, Happy","Anxious, Paranoid, Dizzy","Pain, Cramps, Muscle Spasms, Stress, Inflammation, Spasticity, Headache, Eye Pressure, Lack of Appetite, Depression"
621,"hybrid, indica, sativa","Diesel, Lemon, Butter, Grape, Pine, Pear, Woody","Happy, Relaxed, Talkative, Focused, Energetic, Hungry, Tingly, Sleepy",,
622,sativa,"Tree, Mint, Fruit, Diesel, Nutty, Pear, Violet, Pine, Flowery, Grapefruit, Peach, Apricot, Tobacco, Minty, Plum, Berry, Lemon, Spicy/Herbal","Hungry, Uplifted, Aroused, Creative, Energetic, Happy, Euphoric, Talkative","Paranoid, Dizzy, Dry Eyes",Headaches
623,hybrid,Tree Fruit,"Focused, Hungry, Happy, Giggly","Paranoid, Dry Eyes",
624,hybrid,"Mango, Chemical, Pineapple, Mint, Flowery, Apple","Tingly, Aroused, Sleepy, Euphoric, Happy, Talkative, Energetic","Dizzy, Anxious","Depression, Nausea, Inflammation, Pain, Eye Pressure, Muscle Spasms, Headaches, Lack of Appetite, Spasticity"
625,"indica, sativa, hybrid","Fruit, Earthy, Tobacco, Pineapple, Flowery, Diesel, Blueberry, Blue Cheese, Chemical, Rose, Mint, Sage, Tropical, Tree, Grape, Orange, Berry, Honey, Apple, Chestnut, Tree Fruit, Cheese, Butter, Spicy/Herbal, Blue, Peach, Grapefruit","Happy, Sleepy, Uplifted, Tingly",,"Stress, Nausea"
626,hybrid,"Pine, Skunk, Minty, Pungent, Strawberry, Pear, Lavender, Blue Cheese, Blue, Chemical, Tree Fruit","Relaxed, Sleepy","Dizzy, Paranoid, Anxious","Cramps, Insomnia, Inflammation, Eye Pressure, Spasticity, Muscle Spasms, Headaches"
627,hybrid,"Chestnut, Woody, Blue, Mango, Rose, Chemical, Sweet, Menthol, Pine, Pear, Strawberry, Apple, Grape, Orange, Lavender","Euphoric, Energetic, Focused, Tingly, Relaxed, Uplifted, Creative","Dry Mouth, Dizzy","Muscle Spasms, Depression, Headache, Lack of Appetite, Pain, Spasticity, Cramps, Eye Pressure"
628,hybrid,"Blueberry, Plum, Vanilla, Citrus, Lavender, Tobacco, Strawberry, Lime, Apricot, Tree Fruit, Chestnut, Butter, Menthol, Tree, Flowery, Chemical, Fruit, Orange, Diesel, Blue, Tropical, Pineapple, Ammonia, Apple","Hungry, Happy, Tingly, Relaxed, Creative, Sleepy","Dizzy, Anxious, Dry Eyes, Dry Mouth","Insomnia, Headache"
629,indica,"Flowery, Diesel, Blue Cheese, Tree Fruit, Blueberry, Pine, Menthol, Tree, Vanilla, Butter, Plum, Sage, Earthy, Woody, Strawberry, Pineapple, Pungent, Tobacco, Nutty, Honey, Fruit, Tropical, Cheese",,,"Cramps, Eye Pressure, Insomnia, Fatigue, Nausea, Depression, Muscle Spasms, Pain"
630,hybrid,"Coffee, Spicy/Herbal, Chemical, Sweet, Tea, Apple, Diesel, Vanilla, Pineapple, Lemon, Strawberry, Minty, Violet, Berry, Tree, Pepper, Tropical, Fruit","Relaxed, Uplifted, Creative, Giggly, Focused, Aroused",Dizzy,"Seizures, Lack of Appetite, Nausea, Muscle Spasms, Depression, Headaches, Cramps, Headache, Spasticity"
631,hybrid,"Tea, Tree, Chestnut, Menthol, Orange, Minty, Mint, Cheese, Spicy/Herbal, Nutty","Talkative, Giggly, Aroused, Focused, Creative, Relaxed, Sleepy, Euphoric, Tingly","Dizzy, Dry Mouth","Fatigue, Insomnia, Eye Pressure, Muscle Spasms, Nausea, Inflammation"
632,"sativa, hybrid","Menthol, Pear, Flowery, Ammonia, Orange, Chestnut, Woody, Nutty, Blue, Tea, Lavender, Sage, Blueberry, Blue Cheese, Lime, Coffee, Earthy, Skunk, Honey, Pepper, Violet, Tree Fruit, Chemical, Grape, Butter, Plum, Minty, Peach, Fruit, Berry","Aroused, Giggly, Creative, Talkative, Energetic, Uplifted, Hungry, Relaxed","Paranoid, Dry Mouth, Dizzy, Anxious","Lack of Appetite, Seizures, Stress, Insomnia, Depression, Nausea, Spasticity, Headache"
633,,"Skunk, Rose, Citrus, Menthol, Pungent, Tar, Pine, Mint, Lime, Pineapple, Fruit, Chemical","Talkative, Focused, Happy, Euphoric","Dry Mouth, Dry Eyes","Lack of Appetite, Spasticity, Cramps, Pain"
634,"indica, hybrid","Minty, Fruit, Blue, Plum, Spicy/Herbal, Mango, Lime, Diesel, Butter, Sage, Woody, Pineapple, Lemon, Chestnut, Apricot, Tobacco, Pine, Peach, Violet","Happy, Creative, Hungry, Euphoric",Dry Mouth,"Eye Pressure, Muscle Spasms, Inflammation, Headache, Seizures"
635,hybrid,"Cheese, Ammonia, Sweet, Mango, Menthol, Orange, Flowery, Tree Fruit, Apple, Blue, Spicy/Herbal, Tea, Vanilla, Lavender, Grape, Pineapple, Citrus, Pine, Plum, Berry, Coffee, Apricot, Woody, Chemical, Minty, Blue Cheese, Pear, Tropical, Diesel, Lemon, Fruit, Rose, Tree","Relaxed, Focused, Euphoric","Dizzy, Paranoid",Seizures
636,"sativa, hybrid","Plum, Sweet, Mint, Tropical, Grapefruit, Flowery, Tobacco, Earthy, Pine, Berry, Cheese, Rose, Chestnut, Pepper, Blue Cheese, Tree, Lime, Citrus, Sage, Apple, Coffee, Fruit, Honey, Orange, Mango, Grape, Menthol, Pear, Butter, Diesel, Blue, Skunk","Uplifted, Sleepy, Giggly, Focused, Happy, Relaxed, Creative","Anxious, Dizzy","Insomnia, Depression, Spasticity, Nausea, Cramps"
637,"sativa, hybrid","Apricot, Sage, Orange, Mango, Pineapple, Grape, Diesel, Berry, Apple, Tar, Skunk, Strawberry, Chemical, Tobacco, Lavender, Violet, Pepper, Ammonia, Minty, Grapefruit, Citrus, Lemon, Flowery","Euphoric, Tingly, Aroused, Energetic","Paranoid, Dry Eyes, Anxious","Lack of Appetite, Seizures, Headaches, Stress, Pain, Cramps, Fatigue"
638,"indica, hybrid","Tree, Grapefruit, Fruit, Diesel, Earthy, Pungent, Vanilla, Skunk, Minty, Nutty, Tea, Spicy/Herbal, Rose, Mint, Orange, Blue, Butter, Blue Cheese, Tobacco, Flowery, Ammonia, Chestnut, Tar, Pear, Pineapple, Apple, Mango, Citrus, Violet, Tropical, Pine","Talkative, Focused, Tingly, Relaxed, Energetic, Uplifted, Hungry","Dizzy, Paranoid, Anxious, Dry Mouth","Eye Pressure, Pain, Depression"
639,"sativa, indica","Vanilla, Woody, Spicy/Herbal, Lavender, Pineapple, Violet, Flowery, Tobacco, Berry, Pepper, Blueberry, Strawberry, Chemical, Lemon, Apricot, Blue Cheese, Grape, Pungent","Euphoric, Happy, Sleepy, Focused, Talkative, Relaxed, Aroused",,"Pain, Headache, Seizures, Nausea, Insomnia, Spasticity"
640,"sativa, indica","Pear, Orange, Rose, Tree, Tobacco, Woody, Sage, Tropical, Butter, Lemon, Apple, Apricot, Tar, Fruit, Vanilla, Tree Fruit, Plum, Nutty, Pineapple, Menthol, Chemical, Pungent, Pine, Tea, Flowery, Ammonia, Grapefruit, Chestnut","Aroused, Giggly, Hungry","Dry Mouth, Paranoid","Nausea, Headaches, Fatigue, Depression, Spasticity, Cramps"
641,,"Tree, Pepper, Tea, Sweet, Berry, Apple, Grape, Strawberry, Spicy/Herbal, Mango, Tobacco, Violet, Blue Cheese, Mint, Blue, Chestnut, Vanilla, Pineapple, Grapefruit, Honey, Ammonia, Tree Fruit, Pine, Minty, Rose, Pungent, Menthol, Fruit, Lemon","Focused, Euphoric, Tingly, Happy, Talkative, Aroused, Giggly","Paranoid, Dry Eyes","Insomnia, Inflammation, Lack of Appetite, Seizures, Spasticity, Pain, Headache, Depression"
642,indica,"Sage, Rose, Woody, Menthol, Apricot, Plum","Giggly, Relaxed, Talkative, Creative, Focused",,"Nausea, Muscle Spasms, Lack of Appetite, Depression, Pain"
643,,"Orange, Chemical, Pine, Tar, Skunk, Plum, Menthol, Tropical, Vanilla, Pungent, Berry, Tobacco, Nutty, Diesel, Lavender, Sage, Pineapple, Ammonia, Lemon, Honey, Flowery, Earthy, Cheese","Uplifted, Talkative, Sleepy, Euphoric",,"Fatigue, Muscle Spasms, Headaches"
644,,"Pungent, Sweet, Mint, Spicy/Herbal, Honey, Lavender, Nutty, Earthy, Tree Fruit, Lemon, Orange, Diesel, Vanilla, Strawberry, Pepper","Talkative, Creative, Focused, Energetic",,"Cramps, Nausea, Pain, Headache, Muscle Spasms, Lack of Appetite, Inflammation, Seizures, Spasticity, Stress, Eye Pressure, Fatigue"
645,hybrid,"Mint, Minty, Nutty, Diesel, Coffee, Citrus, Spicy/Herbal, Menthol, Tree, Peach, Blue, Chemical, Butter, Plum, Pepper, Apple, Earthy, Lavender, Skunk, Pear, Tropical, Grapefruit","Tingly, Uplifted, Euphoric",,"Spasticity, Cramps, Fatigue, Headache, Nausea, Inflammation, Depression, Stress"
646,"indica, sativa","Lime, Minty, Pepper",Focused,Paranoid,"Stress, Headaches, Muscle Spasms, Nausea, Cramps"
647,indica,"Menthol, Tobacco, Chemical, Woody, Chestnut, Tar, Violet, Coffee, Vanilla, Spicy/Herbal, Tea, Grapefruit, Orange, Pineapple, Earthy, Sage","Uplifted, Tingly, Energetic, Focused","Dizzy, Paranoid","Insomnia, Cramps, Fatigue, Depression, Stress, Headache, Nausea, Spasticity, Headaches, Eye Pressure, Seizures"
648,hybrid,"Butter, Grapefruit, Lime, Pepper, Apricot, Orange, Plum, Honey, Vanilla, Pear, Mint, Tar, Cheese, Berry, Earthy, Blue Cheese, Citrus, Strawberry, Tree Fruit, Blueberry, Chemical, Minty, Sweet, Apple, Nutty, Violet, Pine","Uplifted, Relaxed, Hungry, Aroused, Sleepy, Talkative, Energetic, Focused","Dry Mouth, Paranoid, Dizzy","Headache, Spasticity, Depression, Insomnia, Headaches"
649,"sativa, hybrid, indica","Citrus, Butter, Spicy/Herbal, Earthy, Peach, Lemon, Skunk, Mint, Mango, Ammonia, Apricot, Flowery, Pungent, Minty, Coffee, Woody, Diesel, Violet, Tree, Pear, Cheese, Blue Cheese, Berry, Vanilla, Tar, Sage, Grape, Tree Fruit, Lavender, Strawberry, Orange","Tingly, Energetic, Happy, Relaxed, Uplifted, Hungry, Giggly, Euphoric, Focused","Dry Mouth, Dizzy, Paranoid","Cramps, Spasticity, Pain, Lack of Appetite, Muscle Spasms, Fatigue, Seizures, Inflammation"
650,"sativa, hybrid",,,Paranoid,"Spasticity, Depression, Headaches, Inflammation, Cramps, Seizures, Stress, Nausea"
651,,"Skunk, Spicy/Herbal, Pungent, Blueberry, Grape, Chestnut, Butter, Sweet, Orange, Tobacco, Fruit, Strawberry, Citrus, Tar, Coffee, Blue Cheese, Earthy, Chemical, Sage, Blue, Lavender","Euphoric, Creative, Relaxed","Anxious, Paranoid, Dry Eyes","Headache, Fatigue"
